wkt
"POLYGON ((126.26079922174021 33.3270197009546, 126.2616567626095 33.326777876176806, 126.2622248834354 33.3270197009546, 126.26213912934847 33.327664563747646, 126.2623856723484 33.32834524707379, 126.26253574200051 33.329321480982884, 126.26271796943522 33.32949164907688, 126.2630073894786 33.32965286064883, 126.2634147213915 33.32916922503811, 126.2639185266522 33.329330437206636, 126.26431513930424 33.32883784353269, 126.2646474363911 33.32830942176815, 126.26537634612998 33.32810342597481, 126.2664053951731 33.32708239615781, 126.26710214712938 33.32671518075448, 126.26738084791191 33.326133006821586, 126.26820623099859 33.325980745305166, 126.26860284365063 33.32583744010549, 126.268174073216 33.32556874222089, 126.26877435182448 33.3249776039583, 126.26861356291151 33.32460142297602, 126.26862428217235 33.324323764542704, 126.26837773917244 33.32400132138087, 126.26793824947693 33.32393862396086, 126.26761667165096 33.32357139530922, 126.26769170647704 33.32331164727977, 126.26754163682489 33.32324894936357, 126.26713430491199 33.323437042976856, 126.26687704265122 33.323454956633135, 126.26624460626013 33.32315042397554, 126.26613741365146 33.32256822622705, 126.26490469865188 33.32255926930823, 126.26419722743474 33.32270257989884, 126.26370414143489 33.323060855344316, 126.26411147334778 33.323428086147324, 126.26340400213064 33.32358035212401, 126.2633504058263 33.32381322898551, 126.26154957000084 33.32396549428925, 126.26177467447901 33.32486116716113, 126.26045620539252 33.325604568653375, 126.26047764391424 33.32624944191934, 126.26057411726202 33.3266256157872, 126.26079922174021 33.3270197009546))"
